volunteer,track,date,time,sky,rain,latitude,longitude,closest trap/tracking tunnel,band,new bands,age,sex,# mealworms given,# fed to partner/nestlings/fledglings,# consumed,# cached,interaction,other animal sighting/s,"notes, other activity",trap,lat,lng,aka
greg haldane,Clinical,2024-06-16,,Overcast,,,,79,WM-OG,,,,,,,,Known territory,,Shared via Whatsapp,79,-41.298157563533564,174.75206098448564,
rachel w,Clinical,2024-06-16,,Overcast,,,,81,WM-OG,,,,,,,,Known territory,,Came from downhill in gully below bridge,81,-41.29881565124148,174.75160611001144,
rachel w,Highbury Fling,2024-06-16,,Overcast,,,,61,WM-YO,,,,,,,,Known territory,Titipounamu at bath,Bathed in front of me,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-06-15,,Overcast,Showery,,,61,WM-YO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-06-15,,Overcast,Showery,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-06-18,12:00,Overcast,Showery,,,57-58,WM-GK,,,,,,,,Known territory,Titipounamu making agitated noises,Alarm calling from valley below trail,57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2024-06-19,12:30,Overcast,,,,61,,,,,,,,,Call heard only,,Quiet blip blip noises up hill. Didn't come down to see me,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-06-18,13:34,Overcast,,,,61,WM-YO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-06-19,11:02,Overcast,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-06-20,13:00,Overcast,,,,66,WM-GK,,,,,,,,Known territory,,,66,-41.29769233642708,174.7505392149956,
rachel w,Highbury Fling,2024-06-21,15:00,Mostly clear,,,,63,OR-WM,,,,,,,,Known territory,,On trail near 63,63,-41.29896942789763,174.7507283955656,
camera trap 57,Highbury Fling,2024-06-21,14:53,Mostly clear,,,,57,OG-pBM,,,,,,,,Known territory,,,57,-41.302015373577966,174.7501822420483,
camera trap 61,Highbury Fling,2024-06-20,12:26,Overcast,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-06-20,12:44,Overcast,,,,61,WW-WM,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-06-21,11:48,Partly cloudy,,,,61,??-??,,,,,,,,Incidental,,Banded but not identifiable,61,-41.299977561255695,174.75064038086316,
rachel w,Waimapihi Stream Loop,2024-06-22,13:30,Partly cloudy,,,,113,??-??,,,,,,,,Incidental,,Startled it near stream. Headed uphill toward Clinical. Could barely see it but appeared to be shaking off after a bath,113,-41.29991476030573,174.75459540445587,
rachel w,Waimapihi Stream Loop,2024-06-22,14:24,Partly cloudy,,,,GN7,WM-BPu,,,,,,,,Known territory,,Above the stream in the more open part of the gully,GN7,,,
rachel w,Waimapihi Stream Loop,2024-06-22,14:24,Partly cloudy,,,,GN7,??-??,,,,,,,,Call heard only,,Brief noises from downhill. BPu went off in pursuit ,GN7,,,
rachel w,Clinical,2024-06-22,15:00,Partly cloudy,,,,90-81,pBM-RY,,,,,,,,Incidental,,Both birds appeared while I was in gully between 90 downhill and 81 uphill. The two of them talked back and forth before RY started bullying OG,90,-41.29868547392005,174.75335478384164,
rachel w,Clinical,2024-06-22,15:00,Partly cloudy,,,,90-81,WM-OG,,,,,,,,Known territory,,Both birds appeared while I was in gully between 90 downhill and 81 uphill. Bullied by RY,90,-41.29868547392005,174.75335478384164,
rachel w,Clinical,2024-06-22,15:30,Partly cloudy,,,,87,,,,,,,,,None observed,,,87,-41.30046030107812,174.75287691660583,
rachel w,Highbury Fling,2024-06-22,15:30,Partly cloudy,,,,61-73,,,,,,,,,None observed,,,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-06-23,12:30,Overcast,Showery,,,63,OR-WM,,,,,,,,Known territory,,Joined us weeding the trad below the track at 63,63,-41.29896942789763,174.7507283955656,
rachel w,Highbury Fling,2024-06-23,13:30,Overcast,Showery,,,57,OG-pBM,,,,,,,,Known territory,,Hanging around with guy cutting up sycamore behind the bench at 57,57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2024-06-23,14:00,Overcast,Showery,,,61,RM-YK,,,,,,,,Incidental,,Usually downhill towards Clinical. Maybe moving into the area?,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-06-23,14:00,Overcast,Showery,,,62,,,,,,,,,Incidental,,Alarm calling loudly uphill of 62. Quite far uphill. Curious but didn't stick around. Raining at the time so didn't try to follow much further,62,-41.29955626741264,174.75077038396424,
camera trap 57,Highbury Fling,2024-06-22,11:30,Partly cloudy,,,,57,OG-pBM,,,,,,,,Known territory,,,57,-41.302015373577966,174.7501822420483,
camera trap 61,Highbury Fling,2024-06-22,14:42,Partly cloudy,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-06-24,13:20,Partly cloudy,,,,63,OR-WM,,,,,,,,Known territory,Female ttp: YM-PuY at begginning of Fling,Still rooting through the overturned earth at the old trad patch below 63,63,-41.29896942789763,174.7507283955656,
camera trap 61,Highbury Fling,2024-06-23,15:26,Overcast,Showery,,,61,WM-YO,,,,,,,,Known territory,TTP,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-06-24,09:48,Partly cloudy,,,,61,WW-WM,,,,,,,,Known territory,,Very long bath,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-06-24,10:34,Partly cloudy,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 90,Clinical,2024-06-24,AM,Partly cloudy,,,,90,?M-??,,,,,,,,Known territory,,Camera in night mode but could be pBM-RY. Is not OK-WM,90,-41.29868547392005,174.75335478384164,
camera trap 90,Clinical,2024-06-24,PM,Partly cloudy,,,,90,?M-??,,,,,,,,Known territory,,Camera in night mode but could be pBM-RY. Is not OK-WM,90,-41.29868547392005,174.75335478384164,
rachel w,Clinical,2024-06-25,13:00,Overcast,Moderate,,,90,,,,,,,,,None observed,,,90,-41.29868547392005,174.75335478384164,
rachel w,Highbury Fling,2024-06-28,,Mostly clear,,,,61,,,,,,,,,Call heard only,,Possible brief call downhill in the distance,61,-41.299977561255695,174.75064038086316,
rachel w,Waimapihi Stream Loop,2024-06-28,,Mostly clear,,,,114/115,BK-WM,,,,,,,,Known territory,,Sitting by the stream in the clearing with the small wooden bench and skull,114,-41.30022580340548,174.7545600062811,
rachel w,Clinical,2024-06-28,,Mostly clear,,,,,,,,,,,,,None observed,,,,,,
camera trap 61,Highbury Fling,2024-06-25,12:11,Overcast,Heavy,,,61,WM-YO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-06-26,14:26,,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-06-27,15:14,,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 57,Highbury Fling,2024-06-24,12:22,,,,,57,OG-pBM,,,,,,,,Known territory,,,57,-41.302015373577966,174.7501822420483,
camera trap 57,Highbury Fling,2024-06-24,13:17,,,,,57,WM-GK,,,,,,,,Incidental,,,57,-41.302015373577966,174.7501822420483,
camera trap 57,Highbury Fling,2024-06-26,10:26,,,,,57,OG-pBM,,,,,,,,Known territory,,Standing weirdly and fluttering. Maybe had something stuck on right foot. Pecking it,57,-41.302015373577966,174.7501822420483,
camera trap 57,Highbury Fling,2024-06-27,09:07,,,,,57,WM-GK,,,,,,,,Known territory,,Seems to be sticking around,57,-41.302015373577966,174.7501822420483,
camera trap 57,Highbury Fling,2024-06-28,09:16,,,,,57,OG-pBM,,,,,,,,Known territory,,Still limping a bit. Middle toe on right foot looks a bit funny on camera. Haven't been able to confirm in person yet,57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2024-06-29,10:47,Partly cloudy,,,,64,OR-WM,,,,,,,,Known territory,,Both birds valley between 64 and 63 flew up to see me and ended up at 63,64,-41.298473447882344,174.7503399587341,
rachel w,Highbury Fling,2024-06-29,10:47,Partly cloudy,,,,64,,,,,,,,,Incidental,,"Very bold, came very close to me. Did not feed as OR and the UB stayed pretty close to each other and were squabbling",64,-41.298473447882344,174.7503399587341,
rachel w,Highbury Fling,2024-06-29,11:17,Partly cloudy,,,,61,RY-GM,,,,,,,,Incidental,,Fresh from a bath from the big puddle by the track,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-06-29,11:37,Partly cloudy,,,,Hoki Mai,WM-GK,,,,,,,,Known territory,,Above Hoki Mai heading uphill. Seems to have moved into this area now from 66/67,Hoki Mai,-41.302901091488565,174.7504022194934,
rachel w,Highbury Fling,2024-06-29,11:37,Partly cloudy,,,,,,,,,,,,,Call heard only,,Call heard from further down trail south of Hoki Mai. Could be Og-pBM but couldn't find them. Not GK as GK went uphill,,,,
rachel w,Clinical,2024-06-29,12:05,Partly cloudy,,,,87,RM-YK,,,,,,,,Known territory,,Quite close to Clinical this time upstream of 87 near where the valley forks. Could hear singing in the valley from above,87,-41.30046030107812,174.75287691660583,
camera trap 61,Highbury Fling,2024-06-28,15:34,,,,,61,WM-WO,,,,,,,,,,,61,-41.299977561255695,174.75064038086316,
camera trap 57,Highbury Fling,2024-06-29,09:46,Partly cloudy,,,,57,WM-GK,,,,,,,,Known territory,,,57,-41.302015373577966,174.7501822420483,
camera trap 57,Highbury Fling,2024-06-29,12:19,Partly cloudy,,,,57,WM-GK,,,,,,,,Known territory,,,57,-41.302015373577966,174.7501822420483,
camera trap 61,Highbury Fling,2024-06-30,08:49,,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-06-30,08:58,,,,,61,WW-WM,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-01,14:24,Overcast,Heavy,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-07-02,,,,,,61-73,,,,,,,,,None observed,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2023-07-03,16:04,Overcast,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-07-04,13:00,Overcast,,,,67,WM-GK,,,,,,,,Known territory,,,67,-41.297468904471884,174.75072444213993,
rachel w,Highbury Fling,2024-07-04,13:30,Overcast,,,,63-64,,,,,,,,,Call heard only,,Alarm calling down in gully between 63-64. Didn't have time to investigate but is usually OR's territory,63,-41.29896942789763,174.7507283955656,
camera trap 61,Highbury Fling,2024-07-04,14:43,Overcast,,,,61,WW-WM,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-05,11:59,,,,,61,WM-YO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 57,Highbury Fling,2024-07-05,13:08,,,,,57,??-WM,,,,,,,,Known territory,,Didn't show other leg,57,-41.302015373577966,174.7501822420483,
camera trap 57,Highbury Fling,2024-07-06,11:05,,,,,57,??-??,,,,,,,,Known territory,,Banded but can't tell what colours,57,-41.302015373577966,174.7501822420483,
camera trap 61,Highbury Fling,2024-07-05,14:43,,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-06,09:01,,,,,61,WW-WM,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
rachel w,Waimapihi Stream Loop,2024-07-07,11:04,,,,,115-116,,,,,,,,,Known territory,,Upstream toward end of the track ,115,-41.30044531051536,174.75447652480958,
rachel w,Waimapihi Stream Loop,2024-07-07,11:04,,,,,115-116,,,,,,,,,Incidental,,Came down from the ridge to the left of the trail when walking into the valley. Usually up by Clnical 87. Chased by BK,115,-41.30044531051536,174.75447652480958,
rachel w,Transient,2024-07-07,,,,,,31-Fling,,,,,,,,,None observed,,,31,-41.3020712210681,174.7574543245578,
rachel w,Highbury Fling,2024-07-07,13:43,,,,,67,WM-GK,,,,,,,,Known territory,,Alarm calling quite far down the valley closer to Clinical,67,-41.297468904471884,174.75072444213993,
rachel w,Clinical,2024-07-07,13:50,,,,,90,pBM-RY,,,,,,,,Known territory,,In the valley above 90 where it splits into two forks. Chatting to each other. Not much chasing today as long as they kept their distance from each other,90,-41.29868547392005,174.75335478384164,
rachel w,Clinical,2024-07-07,13:50,,,,,90,WM-OG,,,,,,,,Known territory,,RY came from the right valley when facing uphill. OG came from the left valley,90,-41.29868547392005,174.75335478384164,
camera trap 61,Highbury Fling,2024-07-07,12:02,,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-07-08,13:30,Overcast,,,,61,,,,,5,,4,1,Incidental,,Could be the same bird that's been near 62-63 recently. Friendly and followed me up to Secret Bath,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-07-09,1300,,,,,67,WM-GK,,,,,,,,Known territory,,,67,-41.297468904471884,174.75072444213993,
rachel w,Highbury Fling,2024-07-09,,,,,,61,U?,,,,,,,,Incidental,,May have been the UB but unable to identify. Bird flew away before I could ,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-09,15:02,,,,,61,WW-WM,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-10,12:34,,,,,61,,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-10,13:20,,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-11,10:29,,,,,61,WW-WM,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-11,14:54,,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
rachel w,Waimapihi Stream Loop,2024-07-13,10:30,,,,,116-117,BK-WM,,,,,,,,Known territory,,Still hanging around the same area near the stream,116,-41.30045576321645,174.75428173470922,
rachel w,Waimapihi Stream Loop,2024-07-13,10:30,,,,,116-117,RM-YK,,,,,,,,Known territory,,Seem to be tolerating each other's company aside from some minor bullying from BK,116,-41.30045576321645,174.75428173470922,
rachel w,Waimapihi Stream Loop,2024-07-14,10:45,,,,,116-117,,,,,,,,,None observed,,,116,-41.30045576321645,174.75428173470922,
rachel w,Clinical,2024-07-14,11:30,,,,,83-82,pBM-RY,,,,,,,,Known territory,,Singing downhill from Clinical,83,-41.29911893811924,174.75266996793954,
rachel w,Highbury Fling,2024-07-14,12:30,,,,,61,,,,,,,,,Known territory,,Chasing silvereyes in the swamp,61,-41.299977561255695,174.75064038086316,
camera trap 90,Clinical,2024-07-11,11:36,,,,,90,??-??,,,,,,,,Known territory,,Banded toutouwai but black and white footage,90,-41.29868547392005,174.75335478384164,
camera trap 61,Highbury Fling,2024-07-13,13:51,,,,,61,,,,,,,,,Known territory,,Had a nice long bath just after I filled it,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-13,14:19,,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-14,10:56,,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-14,12:33,,,,,61,,,,,,,,,Known territory,,Bathing just after I filled the bath again,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-14,13:26,,,,,61,,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-15,08:44,,,,,61,,,,,,,,,None observed,Female hihi: lGB-B*. Zealandia notified,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-15,10:18,,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-15,15:54,,,,,61,WW-WM,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-16,09:46,,,,,61,,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-16,12:48,,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-07-17,07:45,,,,,63,OR-WM,,,,,,,,Known territory,,Alarm calling uphill in amongst the pines,63,-41.29896942789763,174.7507283955656,
mel,Highbury Fling,2024-07-17,15.37,Partly cloudy,,,,63,,,,,,,,,,,,63,-41.29896942789763,174.7507283955656,
mel's friend,Highbury Fling,2024-07-18,16.14,Mostly clear,,,,62,RM-Y?,,,,,,,,,,,62,-41.29955626741264,174.75077038396424,
rachel w,Highbury Fling,2024-07-18,13:30,Partly cloudy,,,,66,WM-GK,,,,,,,,Known territory,,,66,-41.29769233642708,174.7505392149956,
camera trap 61,Highbury Fling,2024-07-17,10:39,,,,,61,WW-WM,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-17,12:37,,,,,61,,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-17,13:00,,,,,61,WM-WO,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-18,13:09,,,,,61,WW-WM,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
annette h,Highbury Fling,2024-07-19,,,,,,63,OR-WM,,,,,,,,Known territory,,"Watched them for 20 mins. No interaction either friendly or aggressive, but completely tolerant of each other. Foraged nr track, towards 62.",63,-41.29896942789763,174.7507283955656,
annette h,Highbury Fling,2024-07-19,,,,,,63,BK-WM,,,,,,,,,,"Watched them for 20 mins. No interaction either friendly or aggressive, but completely tolerant of each other. Foraged nr track, towards 62.",63,-41.29896942789763,174.7507283955656,
annette h,Highbury Fling,2024-07-19,,,,,,68,?,,,,,,,,,,"Alarm calling. Banded, but disappeared up hill before I cd ID bands. ",68,-41.29740398706121,174.75138937022044,
annette h,Highbury Fling,2024-07-19,,,,,,61,,,,,,,,,None observed,,,61,-41.299977561255695,174.75064038086316,
rachel w,Waimapihi Stream Loop,2024-07-20,15:55,Overcast,Light,,,116,RM-YK,,,,,,,,Known territory,,Alarm calling,116,-41.30045576321645,174.75428173470922,
camera trap 61,Highbury Fling,2024-07-18,14:12,,,,,61,,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-18,15:44,,,,,61,WM-WO,,,,,,,,Known territory,,Seems to be talking to another bird,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-20,09:16,Overcast,Heavy,,,61,,,,,,,,,Known territory,,Having a long bath in the rain,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-20,12:15,Overcast,Heavy,,,61,,,,,,,,,Known territory,,Having a long bath in the rain,61,-41.299977561255695,174.75064038086316,
camera trap 61,Highbury Fling,2024-07-20,13:38,Overcast,Heavy,,,61,WW-WM,,,,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2024-07-20,,Overcast,Light,,,73-57,,,,,,,,,None observed,,,73,-41.295721219174766,174.75204963885506,
rachel w,Clinical,2024-07-20,,Overcast,Light,,,87-90,,,,,,,,,None observed,,,87,-41.30046030107812,174.75287691660583,
